rank,name,first_print_year,cmc,color,card_type,keywords,keyword_count,categories,semantic_count,total_ability_count,abilities_per_cmc
256,Fearless Pup,2021,1.0,Red,Creature,"First strike, Boast",2,pump,1,3,3.0
257,Artificer's Assistant,2018,1.0,Blue,Creature,"Scry, Flying",2,,1,3,3.0
258,Larder Zombie,2021,1.0,Blue,Creature,"Surveil, Defender",2,,1,3,3.0
259,Archfiend's Vessel,2020,1.0,Black,Creature,Lifelink,1,"tokens, graveyard",2,3,3.0
260,Sage of Mysteries,2020,1.0,Blue,Creature,"Mill, Constellation",2,,1,3,3.0
261,Mardu Woe-Reaper,2015,1.0,White,Creature,,0,"removal, graveyard, life",3,3,3.0
262,Unnatural Endurance,2016,1.0,Black,Instant,Devoid,1,"pump, protection",2,3,3.0
263,Lavaspur Boots,2024,1.0,Colorless,Artifact,Equip,1,"pump, protection",2,3,3.0
264,Bag of Holding,2019,1.0,Colorless,Artifact,,0,"card_advantage, graveyard, discard",3,3,3.0
265,Darkblast,2005,1.0,Black,Instant,"Dredge, Mill",2,removal,1,3,3.0
266,Essence Flux,2016,1.0,Blue,Instant,,0,"removal, counters, blink",3,3,3.0
267,Hylderblade,2025,1.0,Black,Artifact,"Equip, Void",2,pump,1,3,3.0
268,Skullclamp,2004,1.0,Colorless,Artifact,Equip,1,"card_advantage, pump",2,3,3.0
269,Vile Rebirth,2012,1.0,Black,Instant,,0,"removal, tokens, graveyard",3,3,3.0
270,Greenseeker,2006,1.0,Green,Creature,,0,"ramp, discard, tutor",3,3,3.0
271,Prophetic Ravings,2016,1.0,Red,Enchantment,Enchant,1,"card_advantage, discard",2,3,3.0
272,Hexdrinker,2019,1.0,Green,Creature,"Level Up, Protection",2,,1,3,3.0
273,Metamorphic Blast,2024,1.0,Blue,Instant,Spree,1,"card_advantage, pump",2,3,3.0
274,Cat Oven,2023,1.0,Colorless,Artifact,Food,1,"tokens, life",2,3,3.0
275,Patchwork Beastie,2024,1.0,Green,Creature,"Delirium, Mill",2,stax,1,3,3.0
276,Skyclave Pick-Axe,2020,1.0,Green,Artifact,"Equip, Landfall",2,pump,1,3,3.0
277,Original Skullclamp,2023,1.0,Colorless,Artifact,Equip,1,"card_advantage, pump",2,3,3.0
278,Expendable Lackey,2022,1.0,Blue,Creature,,0,"tokens, graveyard, evasion",3,3,3.0
279,Maximize Altitude,2018,1.0,Blue,Sorcery,"Jump, Jump-start",2,pump,1,3,3.0
280,Putrid Imp,2002,1.0,Black,Creature,Threshold,1,"discard, pump",2,3,3.0
281,Hedron Crab,2009,1.0,Blue,Creature,"Mill, Landfall",2,,1,3,3.0
282,Rigging Runner,2017,1.0,Red,Creature,"First strike, Raid",2,,1,3,3.0
283,Mana Vault,1993,1.0,Colorless,Artifact,,0,"direct_damage, ramp, stax",3,3,3.0
284,Vitality Charm,2002,1.0,Green,Instant,,0,"tokens, pump, protection",3,3,3.0
285,Capashen Standard,1999,1.0,White,Enchantment,Enchant,1,"card_advantage, pump",2,3,3.0
286,Knife,2024,1.0,Red,Artifact,Equip,1,"card_advantage, pump",2,3,3.0
287,Shadowfeed,2008,1.0,Black,Instant,,0,"removal, graveyard, life",3,3,3.0
288,Crop Sigil,2016,1.0,Green,Enchantment,"Delirium, Mill",2,graveyard,1,3,3.0
289,Ascendant Spirit,2021,1.0,Blue,Creature,,0,"card_advantage, counters, pump",3,3,3.0
290,A-Ominous Parcel,2022,1.0,Colorless,Artifact,,0,"direct_damage, ramp, tutor",3,3,3.0
291,Featherbrained Filcher,2026,1.0,White,Creature,"Flying, Food",2,tokens,1,3,3.0
292,Leather Armor,2021,1.0,Colorless,Artifact,Equip,1,"pump, protection",2,3,3.0
293,Stampeding Scurryfoot,2025,1.0,Green,Creature,Exhaust,1,"tokens, counters",2,3,3.0
294,"""Lifetime"" Pass Holder",2022,1.0,Black,Creature,"Roll to Visit Your Attractions, Open an Attraction",2,graveyard,1,3,3.0
295,Candy Trail,2023,1.0,Colorless,Artifact,Scry,1,"card_advantage, life",2,3,3.0
296,Fade from Memory,2002,1.0,Black,Instant,Cycling,1,"removal, graveyard",2,3,3.0
297,Gas Guzzler,2025,1.0,Black,Creature,"Max speed, Start your engines!",2,card_advantage,1,3,3.0
298,Dueling Rapier,2021,1.0,Red,Artifact,"Equip, Flash",2,pump,1,3,3.0
299,Crab Umbra,2010,1.0,Blue,Enchantment,"Umbra armor, Enchant",2,,1,3,3.0
300,Impulsive Pilferer,2020,1.0,Red,Creature,"Treasure, Encore",2,tokens,1,3,3.0
301,"Ashnod, Flesh Mechanist",2022,1.0,Black,Creature,Deathtouch,1,"tokens, graveyard",2,3,3.0
302,Hardlight Containment,2025,1.0,White,Enchantment,Enchant,1,"removal, protection",2,3,3.0
303,Thrull Retainer,1994,1.0,Black,Enchantment,Enchant,1,"pump, protection",2,3,3.0
304,Bushi Tenderfoot // Kenzo the Hardhearted,2004,1.0,White,Creature,"Bushido, Double strike",2,,1,3,3.0
305,Epiphany Storm,2014,1.0,Red,Enchantment,Enchant,1,"card_advantage, discard",2,3,3.0
306,Avacyn's Collar,2012,1.0,Colorless,Artifact,Equip,1,"tokens, pump",2,3,3.0
307,Valor of the Worthy,2021,1.0,White,Enchantment,Enchant,1,"tokens, pump",2,3,3.0
308,Thieves' Guild Enforcer,2020,1.0,Black,Creature,"Flash, Mill",2,pump,1,3,3.0
309,Experiment One,2013,1.0,Green,Creature,Evolve,1,"counters, protection",2,3,3.0
310,"Rosnakht, Heir of Rohgahh",2022,1.0,Red,Creature,"Battle Cry, Heroic",2,tokens,1,3,3.0
311,Crackling Club,2002,1.0,Red,Enchantment,Enchant,1,"direct_damage, pump",2,3,3.0
312,Funeral Charm,1997,1.0,Black,Instant,,0,"discard, pump, evasion",3,3,3.0
313,Vines of Vastwood,2009,1.0,Green,Instant,Kicker,1,"pump, protection",2,3,3.0
314,Ruin Crab,2020,1.0,Blue,Creature,"Mill, Landfall",2,,1,3,3.0
315,Sawblade Scamp,2023,1.0,Red,Creature,Haste,1,"direct_damage, counters",2,3,3.0
316,Grave Expectations,2024,1.0,Black,Instant,Heist,1,"graveyard, life",2,3,3.0
317,Voyager Glidecar,2025,1.0,White,Artifact,"Crew, Scry",2,counters,1,3,3.0
318,Ravenous Squirrel,2021,1.0,Colorless,Creature,,0,"card_advantage, counters, life",3,3,3.0
319,Dragon Sniper,2025,1.0,Green,Creature,"Reach, Vigilance, Deathtouch",3,,0,3,3.0
320,Flitterwing Nuisance,2026,1.0,Blue,Creature,Flying,1,"card_advantage, counters",2,3,3.0
321,Caravan Vigil,2011,1.0,Green,Sorcery,Morbid,1,"ramp, tutor",2,3,3.0
322,Crumb and Get It,2024,1.0,White,Instant,"Gift, Food",2,pump,1,3,3.0
323,Radiant Grace // Radiant Restraints,2021,1.0,White,Enchantment,"Transform, Enchant",2,pump,1,3,3.0
324,Abundant Growth,2012,1.0,Green,Enchantment,Enchant,1,"card_advantage, ramp",2,3,3.0
325,Elvish Reclaimer,2019,1.0,Green,Creature,,0,"ramp, tutor, pump",3,3,3.0
326,Aboshan's Desire,2001,1.0,Blue,Enchantment,"Enchant, Threshold",2,,1,3,3.0
327,Grim Initiate,2019,1.0,Red,Creature,"Amass, First strike",2,,1,3,3.0
328,Mystic Might,1995,1.0,Blue,Enchantment,"Enchant, Cumulative upkeep",2,pump,1,3,3.0
329,Maximize Velocity,2018,1.0,Red,Sorcery,"Jump, Jump-start",2,pump,1,3,3.0
330,Molt Tender,2025,1.0,Green,Creature,Mill,1,"ramp, graveyard",2,3,3.0
331,Plant a Sapling // Fully-Grown Treefolk,2024,1.0,Green,Creature,Transform,1,"ramp, tutor",2,3,3.0
332,Caravan Escort,2010,1.0,White,Creature,"First strike, Level Up",2,,1,3,3.0
333,Rust Harvester,2025,1.0,Red,Creature,Menace,1,"counters, graveyard",2,3,3.0
334,Artifact Ward,1994,1.0,White,Enchantment,Enchant,1,"protection, evasion",2,3,3.0
335,Essence Flare,1995,1.0,Blue,Enchantment,Enchant,1,"counters, pump",2,3,3.0
336,Screaming Shield,2019,1.0,Colorless,Artifact,"Equip, Mill",2,pump,1,3,3.0
337,Coffin Purge,2001,1.0,Black,Instant,Flashback,1,"removal, graveyard",2,3,3.0
338,Llanowar Elite,2000,1.0,Green,Creature,"Trample, Kicker",2,,1,3,3.0
339,Cocoon,1994,1.0,Green,Enchantment,Enchant,1,"counters, stax",2,3,3.0
340,Masked Meower,2025,1.0,Red,Creature,Haste,1,"card_advantage, discard",2,3,3.0
341,Sleep-Cursed Faerie,2023,1.0,Blue,Creature,"Flying, Ward",2,,1,3,3.0
342,Dream Beavers,2026,1.0,Black,Creature,"Scry, Flying",2,life,1,3,3.0
343,Memory Sluice,2008,1.0,Colorless,Sorcery,"Conspire, Mill",2,,1,3,3.0
344,"Momo, Friendly Flier",2025,1.0,White,Creature,Flying,1,"ramp, pump",2,3,3.0
345,Go Forth,2024,1.0,Green,Instant,,0,"ramp, tutor, pump",3,3,3.0
346,Narnam Renegade,2017,1.0,Green,Creature,"Revolt, Deathtouch",2,,1,3,3.0
347,Secret Door,2021,1.0,Blue,Creature,"Defender, Venture into the dungeon",2,,1,3,3.0
348,Chandra's Defeat,2017,1.0,Red,Instant,,0,"card_advantage, direct_damage, discard",3,3,3.0
349,"Noyd, Keeper of the Void",2025,1.0,Black,Creature,"Food, Void",2,tokens,1,3,3.0
350,Spectral Sailor,2019,1.0,Blue,Creature,"Flying, Flash",2,card_advantage,1,3,3.0
351,Insolent Neonate,2016,1.0,Red,Creature,Menace,1,"card_advantage, discard",2,3,3.0
352,Runic Shot,2022,1.0,White,Sorcery,"Scry, Kicker",2,removal,1,3,3.0
353,Spellchain Scatter,2022,1.0,Red,Instant,"Conjure, Kicker",2,,1,3,3.0
354,Spontaneous Mutation,2016,1.0,Blue,Enchantment,"Enchant, Flash",2,,1,3,3.0
355,Captive Weird // Compleated Conjurer,2023,1.0,Blue,Creature,"Transform, Defender",2,,1,3,3.0
356,City Pigeon,2025,1.0,White,Creature,"Flying, Food",2,tokens,1,3,3.0
357,Archery Training,1999,1.0,White,Enchantment,Enchant,1,"direct_damage, counters",2,3,3.0
358,Brightfield Glider,2025,1.0,White,Creature,"Saddle, Vigilance",2,pump,1,3,3.0
359,Raffine's Guidance,2022,1.0,White,Enchantment,Enchant,1,"graveyard, pump",2,3,3.0
360,Insatiable Avarice,2024,1.0,Black,Sorcery,Spree,1,"card_advantage, tutor",2,3,3.0
361,Longstalk Brawl,2024,1.0,Green,Sorcery,"Gift, Fight",2,counters,1,3,3.0
362,Mirran Banesplitter,2023,1.0,Red,Artifact,"Equip, Flash",2,pump,1,3,3.0
363,Stirge,2022,1.0,Black,Creature,"Blood Drain, Flying",2,card_advantage,1,3,3.0
364,Nim Mongoose,2023,1.0,Black,Creature,"Shroud, Threshold",2,pump,1,3,3.0
365,Flameblade Adept,2017,1.0,Red,Creature,Menace,1,"discard, pump",2,3,3.0
366,Explosive Derailment,2024,1.0,Red,Instant,Spree,1,"removal, direct_damage",2,3,3.0
367,Faerie Seer,2019,1.0,Blue,Creature,"Scry, Flying",2,,1,3,3.0
368,Trash the Town,2024,1.0,Green,Instant,Spree,1,"card_advantage, counters",2,3,3.0
369,Skin Invasion // Skin Shedder,2016,1.0,Red,Creature,"Transform, Enchant",2,,1,3,3.0
370,Goldhound,2022,1.0,Red,Creature,"First strike, Menace",2,ramp,1,3,3.0
371,"Cinnamon, Seasoned Steed",2023,1.0,Colorless,Creature,,0,"counters, life, evasion",3,3,3.0
372,Carapace,1995,1.0,Green,Enchantment,Enchant,1,"pump, protection",2,3,3.0
373,Benthic Biomancer,2019,1.0,Blue,Creature,Adapt,1,"card_advantage, discard",2,3,3.0
374,Cartouche of Solidarity,2017,1.0,White,Enchantment,Enchant,1,"tokens, pump",2,3,3.0
375,Curse of Vengeance,2016,1.0,Black,Enchantment,Enchant,1,"card_advantage, life",2,3,3.0
376,Grisly Sigil,2022,1.0,Black,Sorcery,Casualty,1,"direct_damage, life",2,3,3.0
377,Mind Harness,1996,1.0,Blue,Enchantment,"Enchant, Cumulative upkeep",2,,1,3,3.0
378,Enclave Cryptologist,2010,1.0,Blue,Creature,Level Up,1,"card_advantage, discard",2,3,3.0
379,Llanowar Mentor,2007,1.0,Green,Creature,,0,"tokens, ramp, discard",3,3,3.0
380,Jailbreak Scheme,2024,1.0,Blue,Sorcery,Spree,1,"counters, evasion",2,3,3.0
381,Mandibular Kite,2024,1.0,White,Artifact,"Equip, Living weapon",2,pump,1,3,3.0
382,Slithering Shade,2006,1.0,Black,Creature,"Defender, Hellbent",2,pump,1,3,3.0
383,Turn Inside Out,2024,1.0,Red,Instant,"Manifest, Manifest dread",2,pump,1,3,3.0
384,Bubble Snare,2020,1.0,Blue,Enchantment,"Enchant, Kicker",2,stax,1,3,3.0
385,Ominous Parcel,2022,1.0,Colorless,Artifact,,0,"direct_damage, ramp, tutor",3,3,3.0
386,Merfolk Windrobber,2020,1.0,Blue,Creature,"Flying, Mill",2,card_advantage,1,3,3.0
387,The Enigma Jewel // Locus of Enlightenment,2023,1.0,Blue,Artifact,"Craft, Transform",2,ramp,1,3,3.0
388,Thirsting Roots,2023,1.0,Green,Sorcery,Proliferate,1,"ramp, tutor",2,3,3.0
389,Gilt-Leaf Alchemist,2026,1.0,Green,Creature,"Conjure, Deathtouch",2,,1,3,3.0
390,Uktabi Drake,2007,1.0,Green,Creature,"Echo, Flying, Haste",3,,0,3,3.0
391,Shelob's Ambush,2023,1.0,Black,Instant,Food,1,"tokens, pump",2,3,3.0
392,Strike It Rich,2021,1.0,Red,Sorcery,"Treasure, Flashback",2,tokens,1,3,3.0
393,Chainweb Aracnir,2020,1.0,Green,Creature,"Reach, Escape",2,graveyard,1,3,3.0
394,Indebted Spirit,2024,1.0,White,Creature,"Afterlife, Bestow",2,pump,1,3,3.0
395,Tarkir Duneshaper // Burnished Dunestomper,2023,1.0,White,Creature,"Transform, Trample",2,,1,3,3.0
396,Green Scarab,1995,1.0,White,Enchantment,Enchant,1,"pump, evasion",2,3,3.0
397,Bushwhack,2022,1.0,Green,Sorcery,Fight,1,"ramp, tutor",2,3,3.0
398,Cremate,2000,1.0,Black,Instant,,0,"card_advantage, removal, graveyard",3,3,3.0
399,Shard of Broken Glass,2016,1.0,Colorless,Artifact,"Equip, Mill",2,pump,1,3,3.0
400,Rabbit Battery,2022,1.0,Red,Creature,"Haste, Reconfigure",2,pump,1,3,3.0
401,Hedgewitch's Mask,2021,1.0,White,Artifact,Equip,1,"pump, evasion",2,3,3.0
402,Wayward Guide-Beast,2020,1.0,Red,Creature,"Haste, Trample",2,,1,3,3.0
403,Stalactite Stalker,2023,1.0,Black,Creature,Menace,1,"removal, counters",2,3,3.0
404,Witches' Eye,2013,1.0,Colorless,Artifact,"Equip, Scry",2,,1,3,3.0
405,Military Discipline,2022,1.0,White,Enchantment,"Enchant, Flash",2,pump,1,3,3.0
406,Deathbonnet Sprout // Deathbonnet Hulk,2021,1.0,Green,Creature,"Transform, Mill",2,,1,3,3.0
407,Traverse the Ulvenwald,2016,1.0,Green,Sorcery,Delirium,1,"ramp, tutor",2,3,3.0
408,Footfall Crater,2020,1.0,Red,Enchantment,"Enchant, Cycling",2,,1,3,3.0
409,Survivor of Korlis,2022,1.0,White,Creature,"First strike, Scry",2,graveyard,1,3,3.0
410,Commander's Plate,2020,1.0,Colorless,Artifact,Equip,1,"pump, protection",2,3,3.0
411,Veteran Survivor,2024,1.0,White,Creature,Survival,1,"graveyard, pump",2,3,3.0
412,Deconstruction Hammer,2023,1.0,White,Artifact,Equip,1,"removal, pump",2,3,3.0
413,Blazing Torch,2009,1.0,Colorless,Artifact,Equip,1,"direct_damage, evasion",2,3,3.0
414,Kami of Bamboo Groves,2022,1.0,Green,Creature,"Conjure, Channel",2,,1,3,3.0
415,Reclaim the Wastes,2020,1.0,Green,Sorcery,Kicker,1,"ramp, tutor",2,3,3.0
416,Traproot Kami,2005,1.0,Green,Creature,"Reach, Defender",2,,1,3,3.0
417,Ruthless Ripper,2014,1.0,Black,Creature,"Morph, Deathtouch",2,,1,3,3.0
418,Merfolk Spy,2010,1.0,Blue,Creature,"Landwalk, Islandwalk",2,,1,3,3.0
419,Frantic Scapegoat,2024,1.0,Red,Creature,"Suspect, Haste",2,,1,3,3.0
420,Snarling Gorehound,2024,1.0,Black,Creature,"Surveil, Menace",2,,1,3,3.0
421,Sunfire Torch,2023,1.0,Red,Artifact,Equip,1,"direct_damage, pump",2,3,3.0
422,Kick in the Door,2021,1.0,Red,Sorcery,Venture into the dungeon,1,"counters, evasion",2,3,3.0
423,Exhibition Tidecaller,2026,1.0,Blue,Creature,"Mill, Opus",2,,1,3,3.0
424,Mystic Penitent,2001,1.0,White,Creature,"Vigilance, Threshold",2,pump,1,3,3.0
425,Slumbering Dragon,2012,1.0,Red,Creature,Flying,1,"counters, stax",2,3,3.0
426,Greedy Freebooter,2023,1.0,Black,Creature,"Treasure, Scry",2,tokens,1,3,3.0
427,Coral Sword,2025,1.0,Red,Artifact,"Equip, Flash",2,pump,1,3,3.0
428,Dream Twist,2011,1.0,Blue,Instant,"Flashback, Mill",2,,1,3,3.0
429,Illvoi Galeblade,2025,1.0,Blue,Creature,"Flying, Flash",2,card_advantage,1,3,3.0
430,Skywatcher Adept,2010,1.0,Blue,Creature,"Flying, Level Up",2,,1,3,3.0
431,Timely Interference,2022,1.0,Blue,Instant,Kicker,1,"card_advantage, removal",2,3,3.0
432,Guac & Marshmallow Pizza,2026,1.0,Green,Artifact,Flash,1,"life, pump",2,3,3.0
433,Unbridled Growth,2017,1.0,Green,Enchantment,Enchant,1,"card_advantage, ramp",2,3,3.0
434,Instrument of the Bards,2021,1.0,Green,Artifact,Treasure,1,"tokens, tutor",2,3,3.0
435,Spare Dagger,2021,1.0,Colorless,Artifact,Equip,1,"direct_damage, pump",2,3,3.0
436,Kessig Wolfrider,2021,1.0,Red,Creature,Menace,1,"tokens, graveyard",2,3,3.0
437,Fly,2021,1.0,Blue,Enchantment,"Enchant, Venture into the dungeon",2,,1,3,3.0
438,A-Elven Bow,2021,1.0,Green,Artifact,Equip,1,"tokens, pump",2,3,3.0
439,Hidden Footblade,2024,1.0,Red,Artifact,"Equip, Flash",2,pump,1,3,3.0
440,Ceremonial Knife,2021,1.0,Colorless,Artifact,Equip,1,"tokens, pump",2,3,3.0
441,Sludge Crawler,2015,1.0,Black,Creature,"Devoid, Ingest",2,pump,1,3,3.0
442,Tinder Wall,1995,1.0,Green,Creature,Defender,1,"direct_damage, ramp",2,3,3.0
443,Fylgja,1995,1.0,White,Enchantment,Enchant,1,"counters, protection",2,3,3.0
444,Piracy Charm,2007,1.0,Blue,Instant,,0,"discard, pump, evasion",3,3,3.0
445,Gift of Granite,2007,1.0,White,Enchantment,"Enchant, Flash",2,pump,1,3,3.0
446,Wasteland Viper,2013,1.0,Green,Creature,"Bloodrush, Deathtouch",2,pump,1,3,3.0
447,One with Nature,2003,1.0,Green,Enchantment,Enchant,1,"ramp, tutor",2,3,3.0
448,Simian Sling,2022,1.0,Red,Creature,Reconfigure,1,"direct_damage, pump",2,3,3.0
449,Speaker of the Heavens,2020,1.0,White,Creature,"Lifelink, Vigilance",2,tokens,1,3,3.0
450,Stream of Thought,2019,1.0,Blue,Sorcery,"Replicate, Mill",2,graveyard,1,3,3.0
451,Shambling Ghast,2021,1.0,Black,Creature,Treasure,1,"removal, tokens",2,3,3.0
452,Overwhelmed Apprentice,2019,1.0,Blue,Creature,"Mill, Scry",2,,1,3,3.0
453,Sylvok Lifestaff,2010,1.0,Colorless,Artifact,Equip,1,"life, pump",2,3,3.0
454,Evanescent Intellect,2014,1.0,Blue,Enchantment,"Enchant, Mill",2,,1,3,3.0
455,Stronghold Confessor,2018,1.0,Black,Creature,"Menace, Kicker",2,,1,3,3.0
456,Gourmand's Talent,2024,1.0,Green,Enchantment,,0,"tokens, counters, life",3,3,3.0
457,Dragonfire Blade,2025,1.0,Colorless,Artifact,Equip,1,"ramp, pump",2,3,3.0
458,Gnarlwood Dryad,2016,1.0,Green,Creature,"Deathtouch, Delirium",2,pump,1,3,3.0
459,Zulaport Duelist,2020,1.0,Blue,Creature,"Flash, Mill",2,removal,1,3,3.0
460,Quintessential Katana,2026,1.0,White,Artifact,Equip,1,"life, pump",2,3,3.0
461,Cindercone Smite,2024,1.0,Red,Sorcery,Treasure,1,"direct_damage, tokens",2,3,3.0
462,Mortal Obstinacy,2014,1.0,White,Enchantment,Enchant,1,"removal, pump",2,3,3.0
463,Fountainport Bell,2024,1.0,Colorless,Artifact,,0,"card_advantage, ramp, tutor",3,3,3.0
464,Harrier Strix,2024,1.0,Blue,Creature,Flying,1,"card_advantage, discard",2,3,3.0
465,Analyze the Pollen,2024,1.0,Green,Sorcery,Collect evidence,1,"ramp, tutor",2,3,3.0
466,White Scarab,1995,1.0,White,Enchantment,Enchant,1,"pump, evasion",2,3,3.0
467,Requiting Hex,2026,1.0,Black,Instant,Blight,1,"removal, life",2,3,3.0
468,Solid Footing,2020,1.0,White,Enchantment,"Enchant, Flash",2,pump,1,3,3.0
469,Delver of Secrets // Insectile Aberration,2011,1.0,Blue,Creature,"Flying, Transform",2,,1,3,3.0
470,Borrowed Malevolence,2016,1.0,Black,Instant,Escalate,1,"removal, pump",2,3,3.0
471,Shared Trauma,2011,1.0,Black,Sorcery,"Mill, Join forces",2,,1,3,3.0
472,Strength of the Coalition,2022,1.0,Green,Instant,Kicker,1,"counters, pump",2,3,3.0
473,Lantern of the Lost,2021,1.0,Colorless,Artifact,,0,"card_advantage, removal, graveyard",3,3,3.0
474,Radioactive Spider,2025,1.0,Green,Creature,"Reach, Deathtouch",2,tutor,1,3,3.0
475,Spider Umbra,2010,1.0,Green,Enchantment,"Umbra armor, Enchant",2,pump,1,3,3.0
476,Search Elemental,2024,1.0,Blue,Creature,Scry,1,"counters, evasion",2,3,3.0
477,Vineweft,2014,1.0,Green,Enchantment,Enchant,1,"graveyard, pump",2,3,3.0
478,Sunspring Expedition,2009,1.0,White,Enchantment,Landfall,1,"counters, life",2,3,3.0
479,Gryff's Boon,2016,1.0,White,Enchantment,Enchant,1,"graveyard, pump",2,3,3.0
480,Genju of the Fens,2005,1.0,Black,Enchantment,Enchant,1,"graveyard, pump",2,3,3.0
481,A-Symmetry Sage,2021,1.0,Blue,Creature,"Flying, Magecraft",2,,1,3,3.0
482,Toe-Breaking Helmet,2023,1.0,Colorless,Artifact,Equip,1,"counters, pump",2,3,3.0
483,Wrench,2024,1.0,White,Artifact,Equip,1,"card_advantage, pump",2,3,3.0
484,Sinister Concoction,2016,1.0,Black,Enchantment,Mill,1,"removal, discard",2,3,3.0
485,"Aang, Swift Savior // Aang and La, Ocean's Fury",2025,3.0,Multicolor,Creature,"Flying, Reach, Airbend, Transform, Trample, Flash, Waterbend",7,,1,8,2.6666666666666665
486,Another Night in Vegas,2024,4.0,Black,Enchantment,"Breakfast at Dawn, Wake Up!, Life of the Party, VIP Line Access, Food",5,"removal, tokens, graveyard, tutor, life",5,10,2.5
487,Devoted Grafkeeper // Departed Soulkeeper,2021,2.0,Multicolor,Creature,"Flying, Transform, Mill, Disturb",4,graveyard,1,5,2.5
488,Life of Toshiro Umezawa // Memory of Toshiro,2022,2.0,Black,Creature,Transform,1,"removal, life, pump, blink",4,5,2.5
489,Treasure Map // Treasure Cove,2017,2.0,Colorless,Artifact,"Transform, Treasure, Scry",3,"tokens, counters",2,5,2.5
490,Lorehold Excavation,2021,2.0,Multicolor,Enchantment,Mill,1,"direct_damage, tokens, graveyard, life",4,5,2.5
491,Founding the Third Path,2022,2.0,Blue,Enchantment,"Read Ahead, Mill",2,"removal, ramp, graveyard",3,5,2.5
492,Benevolent River Spirit,2025,2.0,Blue,Creature,"Scry, Flying, Ward, Waterbend",4,,1,5,2.5
493,Umezawa's Jitte,2005,2.0,Colorless,Artifact,Equip,1,"removal, counters, life, pump",4,5,2.5
494,"Lita, Little Orphan Amphibian",2026,2.0,White,Creature,"Alliance, Food, Scry",3,"tokens, counters",2,5,2.5
495,Rocketeer Boostbuggy,2025,2.0,Multicolor,Artifact,"Treasure, Crew, Exhaust",3,"tokens, counters",2,5,2.5
496,Evie Frye,2024,2.0,Blue,Creature,"Partner with, Partner",2,"card_advantage, discard, evasion",3,5,2.5
497,Vedalken Aethermage,2007,2.0,Blue,Creature,"Wizardcycling, Typecycling, Flash, Cycling",4,removal,1,5,2.5
498,"Dorothea, Vengeful Victim // Dorothea's Retribution",2021,2.0,Multicolor,Creature,"Flying, Transform, Enchant, Disturb",4,,1,5,2.5
499,Invasion of Pyrulea // Gargantuan Slabhorn,2023,2.0,Multicolor,Creature,"Transform, Trample, Ward, Scry",4,card_advantage,1,5,2.5
500,A-Devoted Grafkeeper // A-Departed Soulkeeper,2021,2.0,Multicolor,Creature,"Flying, Transform, Mill, Disturb",4,graveyard,1,5,2.5
501,"Malcolm, Alluring Scoundrel",2023,2.0,Blue,Creature,"Flying, Flash",2,"card_advantage, ramp, discard",3,5,2.5
502,Bloodcurdler,2001,2.0,Black,Creature,"Flying, Threshold, Mill",3,"graveyard, pump",2,5,2.5
503,Unicycle,2019,2.0,Colorless,Artifact,"First strike, Haste, Crew, Equip",4,,1,5,2.5
504,"Pippin, Warden of Isengard",2023,2.0,Multicolor,Creature,"Partner with, Food, Partner",3,"tokens, pump",2,5,2.5
505,"Black Panther, Wakandan King",2024,2.0,Multicolor,Creature,"Mine Vibranium, First strike, Survey the Realm",3,"card_advantage, counters",2,5,2.5
506,Lion Sash,2022,2.0,White,Creature,Reconfigure,1,"removal, counters, graveyard, pump",4,5,2.5
507,Technodrome,2026,2.0,Colorless,Creature,"Reach, Trample",2,"card_advantage, counters, stax",3,5,2.5
508,"Jace, Vryn's Prodigy // Jace, Telepath Unbound",2015,2.0,Blue,Creature,"Transform, Mill",2,"card_advantage, discard, blink",3,5,2.5
509,Gwen Stacy // Ghost-Spider,2025,2.0,Red,Creature,"Flying, Vigilance, Transform, Haste",4,,1,5,2.5
510,"Rahilda, Wanted Cutthroat // Rahilda, Feral Outlaw",2021,2.0,Red,Creature,"Daybound, First strike, Double strike, Nightbound",4,,1,5,2.5
511,The Ancient One,2023,2.0,Multicolor,Creature,"Descend, Mill",2,"card_advantage, discard, stax",3,5,2.5
